N,종목명,현재가,전일비,등락률,액면가,매출액,자산총계,영업이익
636.0,하나 코스피 변동성추세 추종 양매도 ETN,6890.0,0.0,0.00%,0.0,,,
637.0,효성ITX,14850.0,100.0,-0.67%,500.0,4759.0,2414.0,203.0
638.0,일성건설,3170.0,15.0,+0.48%,500.0,4162.0,3793.0,108.0
639.0,KINDEX 베트남VN30(합성),21400.0,60.0,+0.28%,0.0,,,
640.0,벽산,2495.0,55.0,-2.16%,500.0,4714.0,5054.0,85.0
641.0,세종공업,6140.0,230.0,+3.89%,500.0,15881.0,11801.0,-42.0
642.0,TIGER 글로벌메타버스액티브,6840.0,35.0,+0.51%,0.0,,,
643.0,에스엠벡셀,1530.0,0.0,0.00%,500.0,731.0,478.0,-82.0
644.0,SNT에너지,22650.0,1000.0,+4.62%,500.0,1711.0,3321.0,133.0
645.0,KBSTAR 코스피,24610.0,100.0,-0.40%,0.0,,,
646.0,대창단조,5900.0,350.0,+6.31%,500.0,3544.0,2985.0,295.0
647.0,삼성물산우B,103500.0,500.0,-0.48%,100.0,,,
648.0,조선선재,133500.0,3500.0,-2.55%,500.0,682.0,1395.0,141.0
649.0,노루홀딩스,12350.0,100.0,+0.82%,500.0,9552.0,10555.0,267.0
650.0,유수홀딩스,6300.0,120.0,-1.87%,2500.0,5037.0,5017.0,203.0
651.0,샘표식품,35900.0,650.0,-1.78%,500.0,3487.0,3275.0,235.0
652.0,영풍제지,7380.0,230.0,-3.02%,500.0,1206.0,2096.0,81.0
653.0,TIGER 글로벌4차산업혁신기술(합성 H),14405.0,70.0,-0.48%,0.0,,,
654.0,SOL 200TR,10890.0,50.0,-0.46%,0.0,,,
655.0,수산중공업,2955.0,5.0,+0.17%,500.0,2530.0,2361.0,143.0
656.0,KBSTAR iSelect메타버스,7285.0,10.0,-0.14%,0.0,,,
657.0,삼양통상,53000.0,700.0,+1.34%,5000.0,1940.0,4590.0,364.0
658.0,현대약품,4960.0,100.0,-1.98%,500.0,1398.0,1639.0,-16.0
659.0,TIGER 헬스케어,29120.0,100.0,-0.34%,0.0,,,
660.0,DB,787.0,2.0,-0.25%,500.0,3269.0,6020.0,235.0
661.0,KODEX 은행,5840.0,45.0,-0.76%,0.0,,,
662.0,두산퓨얼셀1우,11800.0,300.0,-2.48%,100.0,,,
663.0,한국특강,2605.0,65.0,+2.56%,500.0,6915.0,4587.0,400.0
664.0,쎌마테라퓨틱스,6410.0,0.0,0.00%,500.0,96.0,279.0,-49.0
665.0,KODEX TRF3070,10820.0,25.0,+0.23%,0.0,,,
666.0,디아이씨,4015.0,5.0,-0.12%,500.0,5901.0,6289.0,273.0
667.0,신원,1625.0,5.0,-0.31%,500.0,8794.0,5036.0,216.0
668.0,아시아나IDT,13950.0,250.0,-1.76%,500.0,1747.0,2221.0,73.0
669.0,서연,6510.0,70.0,-1.06%,500.0,24793.0,21379.0,837.0
670.0,에이블씨엔씨,5630.0,10.0,+0.18%,500.0,2629.0,1938.0,-224.0
671.0,KODEX WTI원유선물인버스(H),4675.0,45.0,+0.97%,0.0,,,
672.0,경보제약,6360.0,20.0,-0.31%,500.0,1707.0,2370.0,-66.0
673.0,종근당바이오,27650.0,200.0,-0.72%,2500.0,1422.0,2985.0,-114.0
674.0,한라,3990.0,15.0,+0.38%,5000.0,14753.0,15214.0,786.0
675.0,신흥,15900.0,50.0,+0.32%,500.0,1269.0,1386.0,130.0
676.0,컨버즈,4100.0,0.0,0.00%,500.0,409.0,330.0,-19.0
677.0,성창기업지주,2160.0,10.0,-0.46%,500.0,1979.0,7037.0,105.0
678.0,한국석유,11800.0,150.0,-1.26%,500.0,6289.0,3421.0,156.0
679.0,KBSTAR IT플러스,15845.0,95.0,-0.60%,0.0,,,
680.0,화성산업,14650.0,250.0,+1.74%,5000.0,4222.0,8080.0,286.0
681.0,강남제비스코,22800.0,150.0,+0.66%,1000.0,5910.0,9040.0,-127.0
682.0,KCTC,4940.0,5.0,+0.10%,500.0,6947.0,5323.0,296.0
683.0,한신공영,12800.0,750.0,+6.22%,5000.0,13111.0,21199.0,446.0
684.0,센트랄모텍,17200.0,450.0,+2.69%,500.0,3684.0,2781.0,36.0
685.0,KODEX 배당가치,11310.0,65.0,-0.57%,0.0,,,
686.0,미원화학,65600.0,800.0,-1.20%,1000.0,1975.0,1338.0,128.0
687.0,대한화섬,108000.0,2500.0,-2.26%,5000.0,1173.0,9078.0,32.0
688.0,KODEX 차이나항셍테크,6230.0,55.0,-0.88%,0.0,,,
689.0,SK이노베이션우,114500.0,1000.0,+0.88%,5000.0,,,
690.0,한컴라이프케어,5160.0,40.0,-0.77%,200.0,1211.0,2141.0,48.0
691.0,세원이앤씨,808.0,35.0,-4.15%,500.0,831.0,2927.0,-96.0
692.0,태경케미컬,12300.0,200.0,+1.65%,500.0,541.0,1607.0,121.0
693.0,한솔홀딩스,3380.0,5.0,+0.15%,1000.0,4136.0,6537.0,184.0
694.0,TIGER 코스닥150,11360.0,15.0,+0.13%,0.0,,,
695.0,에이플러스에셋,6190.0,70.0,+1.14%,500.0,2580.0,2856.0,57.0
696.0,미래에셋글로벌리츠,4785.0,15.0,-0.31%,1000.0,83.0,3119.0,-32.0
697.0,TIGER 200선물인버스2X,3340.0,35.0,+1.06%,0.0,,,
698.0,대신증권2우B,13750.0,50.0,-0.36%,5000.0,,,
699.0,유화증권,2420.0,0.0,0.00%,1000.0,223.0,7347.0,76.0
700.0,광전자,2365.0,20.0,-0.84%,500.0,1738.0,2390.0,69.0
701.0,유니온머티리얼,3245.0,175.0,-5.12%,500.0,1183.0,1867.0,-8.0
702.0,경동도시가스,23050.0,450.0,-1.91%,2500.0,14572.0,9045.0,271.0
703.0,신일전자,1910.0,10.0,-0.52%,500.0,1935.0,1221.0,96.0
704.0,고려산업,5440.0,190.0,-3.37%,1000.0,2135.0,2386.0,49.0
705.0,샘표,47050.0,1350.0,-2.79%,1000.0,3490.0,4427.0,219.0
706.0,STX중공업,4770.0,75.0,-1.55%,2500.0,1639.0,4304.0,-109.0
707.0,HDC현대EP,4220.0,45.0,-1.06%,500.0,8598.0,5829.0,284.0
708.0,삼화전기,20300.0,700.0,-3.33%,1000.0,2471.0,1586.0,218.0
709.0,TIGER 현대차그룹+펀더멘털,22815.0,10.0,-0.04%,0.0,,,
710.0,KODEX 장기종합채권(AA-이상)액티브KAP,84145.0,5.0,-0.01%,0.0,,,
711.0,미창석유,77000.0,600.0,+0.79%,5000.0,4063.0,3476.0,355.0
712.0,KODEX 미국나스닥100레버리지(합성 H),5145.0,105.0,+2.08%,0.0,,,
713.0,쌍방울,505.0,19.0,-3.63%,500.0,970.0,3956.0,-23.0
714.0,동양철관,1115.0,5.0,+0.45%,500.0,1820.0,1860.0,-32.0
715.0,KODEX 미국S&P500선물(H),19050.0,180.0,+0.95%,0.0,,,
716.0,극동유화,3785.0,5.0,+0.13%,500.0,9648.0,3219.0,205.0
717.0,ARIRANG 코스피TR,12465.0,30.0,-0.24%,0.0,,,
718.0,이지스레지던스리츠,4595.0,45.0,-0.97%,1000.0,92.0,1682.0,89.0
719.0,동방,2715.0,35.0,-1.27%,1000.0,5959.0,5313.0,278.0
720.0,TRUE 코스피 양매도 5% OTM ETN,8650.0,50.0,-0.57%,0.0,,,
721.0,황금에스티,7600.0,160.0,-2.06%,500.0,2710.0,4316.0,412.0
722.0,디와이파워,11700.0,300.0,-2.50%,500.0,4372.0,3420.0,422.0
723.0,SH에너지화학,1160.0,45.0,-3.73%,500.0,1398.0,1196.0,3.0
724.0,깨끗한나라,3455.0,30.0,-0.86%,1000.0,5787.0,5987.0,130.0
725.0,NI스틸,4475.0,5.0,-0.11%,500.0,2482.0,3411.0,312.0
726.0,이아이디,1345.0,10.0,+0.75%,200.0,2224.0,5193.0,-205.0
727.0,한국내화,3100.0,5.0,+0.16%,500.0,2717.0,3579.0,86.0
728.0,한양증권,9970.0,10.0,-0.10%,5000.0,8742.0,16334.0,1162.0
729.0,마스턴프리미어리츠,4770.0,5.0,-0.10%,1000.0,,,
730.0,대신 골드 커버드콜 타겟 5%인컴 ETN(H),12675.0,0.0,0.00%,0.0,,,
731.0,미래에셋 코스피 양매도 5% OTM ETN,8385.0,0.0,0.00%,0.0,,,
732.0,모나리자,3430.0,30.0,-0.87%,500.0,1064.0,940.0,34.0
733.0,삼익악기,1380.0,20.0,-1.43%,500.0,2954.0,5853.0,333.0
734.0,대창,1370.0,20.0,-1.44%,500.0,12776.0,8107.0,603.0
735.0,한국공항,39300.0,150.0,-0.38%,5000.0,3455.0,3839.0,-9.0
736.0,TIGER 미디어컨텐츠,6855.0,50.0,+0.73%,0.0,,,
737.0,태경비케이,4440.0,5.0,+0.11%,500.0,1952.0,3324.0,196.0
738.0,TIGER 반도체,27115.0,365.0,-1.33%,0.0,,,
739.0,인천도시가스,27600.0,450.0,-1.60%,5000.0,5042.0,3606.0,32.0
740.0,KBSTAR KIS국고채30년Enhanced,70190.0,195.0,+0.28%,0.0,,,
741.0,SG세계물산,594.0,18.0,+3.13%,500.0,1357.0,3084.0,-47.0
742.0,플레이그램,1340.0,180.0,+15.52%,100.0,408.0,1295.0,-15.0
743.0,광명전기,2760.0,35.0,-1.25%,500.0,1371.0,1699.0,29.0
744.0,대유플러스,984.0,13.0,-1.30%,500.0,5120.0,5944.0,132.0
745.0,만호제강,28650.0,600.0,+2.14%,1000.0,1961.0,2582.0,13.0
746.0,대원화성,2870.0,20.0,-0.69%,500.0,1133.0,1358.0,-84.0
747.0,시디즈,58700.0,900.0,+1.56%,500.0,2519.0,848.0,127.0
748.0,KODEX 미국메타버스나스닥액티브,6940.0,20.0,+0.29%,0.0,,,
749.0,TIGER 원유선물인버스(H),3250.0,40.0,+1.25%,0.0,,,
750.0,삼성 인버스 2X 천연가스 선물 ETN C,11635.0,240.0,-2.02%,0.0,,,
751.0,대구백화점,10750.0,150.0,-1.38%,5000.0,818.0,4866.0,-181.0
752.0,KBSTAR 코스닥150,11025.0,25.0,-0.23%,0.0,,,
753.0,남광토건,11750.0,1000.0,+9.30%,5000.0,3567.0,2740.0,208.0
754.0,인지컨트롤스,7510.0,40.0,+0.54%,500.0,4849.0,5434.0,20.0
755.0,KODEX 단기변동금리부채권액티브,104115.0,15.0,+0.01%,0.0,,,
756.0,KODEX 차이나과창판STAR50(합성),8205.0,70.0,+0.86%,0.0,,,
757.0,삼일씨엔에스,9000.0,120.0,+1.35%,1000.0,2266.0,3519.0,136.0
758.0,KODEX 국고채3년,55960.0,190.0,+0.34%,0.0,,,
759.0,HANARO 200TR,38070.0,215.0,-0.56%,0.0,,,
760.0,TIGER 코스피,24815.0,55.0,-0.22%,0.0,,,
761.0,팜젠사이언스,7200.0,190.0,-2.57%,500.0,1099.0,2203.0,-50.0
762.0,한국ANKOR유전,1625.0,5.0,+0.31%,0.0,,,
763.0,KODEX 미국나스닥100선물(H),15445.0,195.0,+1.28%,0.0,,,
764.0,한국화장품,7060.0,80.0,-1.12%,500.0,670.0,485.0,-32.0
765.0,TIGER 중국소비테마,6855.0,10.0,-0.15%,0.0,,,
766.0,크라운제과,9020.0,120.0,-1.31%,200.0,3812.0,3246.0,159.0
767.0,CJ씨푸드,3135.0,65.0,-2.03%,500.0,1621.0,1334.0,45.0
768.0,와이투솔루션,707.0,1.0,+0.14%,500.0,1015.0,1185.0,-45.0
769.0,CJ우,49800.0,200.0,+0.40%,5000.0,,,
770.0,대양금속,3470.0,10.0,+0.29%,500.0,2034.0,1575.0,152.0
771.0,세이브존I&C,2725.0,50.0,-1.80%,1000.0,1222.0,5643.0,110.0
772.0,KOSEF 단기자금,101590.0,10.0,+0.01%,0.0,,,
773.0,TIGER 투자등급회사채액티브,99250.0,210.0,+0.21%,0.0,,,
774.0,한진중공업홀딩스,3775.0,75.0,-1.95%,5000.0,8880.0,18378.0,446.0
775.0,SK우,196500.0,1000.0,+0.51%,200.0,,,
776.0,휴니드,7870.0,120.0,-1.50%,5000.0,2277.0,2673.0,133.0
777.0,일신석재,1425.0,15.0,-1.04%,500.0,747.0,919.0,8.0
778.0,다스코,6000.0,250.0,+4.35%,500.0,3636.0,2985.0,43.0
779.0,유유제약,6400.0,90.0,+1.43%,1000.0,1157.0,1930.0,12.0
780.0,SK케미칼우,52000.0,2900.0,+5.91%,5000.0,,,
781.0,전방,65400.0,400.0,+0.62%,5000.0,1337.0,3833.0,74.0
782.0,웅진,1365.0,15.0,-1.09%,500.0,9799.0,10660.0,430.0
783.0,크라운해태홀딩스,7310.0,70.0,+0.97%,500.0,9282.0,11157.0,393.0
784.0,조비,20900.0,1200.0,+6.09%,5000.0,846.0,1038.0,31.0
785.0,삼성공조,13350.0,250.0,+1.91%,500.0,796.0,2575.0,12.0
786.0,삼일제약,7910.0,30.0,-0.38%,500.0,1342.0,2264.0,4.0
787.0,신송홀딩스,9160.0,280.0,-2.97%,500.0,1864.0,2482.0,69.0
788.0,조광페인트,8450.0,270.0,+3.30%,500.0,2385.0,3470.0,-88.0
789.0,기신정기,3700.0,20.0,-0.54%,500.0,1313.0,2651.0,96.0
790.0,삼원강재,2695.0,5.0,+0.19%,500.0,3000.0,2707.0,95.0
791.0,무림페이퍼,2585.0,0.0,0.00%,2500.0,10553.0,22844.0,298.0
792.0,조흥,179000.0,2000.0,+1.13%,5000.0,2509.0,2676.0,191.0
793.0,인바이오젠,2005.0,5.0,-0.25%,500.0,105.0,2745.0,-79.0
794.0,토니모리,4450.0,95.0,+2.18%,200.0,1146.0,2021.0,-135.0
795.0,카프로,2675.0,10.0,+0.38%,500.0,5824.0,3953.0,36.0
796.0,범양건영,4305.0,100.0,+2.38%,1000.0,1119.0,1985.0,30.0
797.0,한솔홈데코,1320.0,10.0,-0.75%,1000.0,2632.0,3147.0,86.0
798.0,신영와코루,11800.0,150.0,-1.26%,500.0,1894.0,3887.0,37.0
799.0,웰바이오텍,1595.0,5.0,-0.31%,500.0,1216.0,1368.0,-39.0
800.0,엔에이치스팩19호,2065.0,0.0,0.00%,100.0,0.0,1158.0,-1.0
801.0,TRUE 레버리지 나스닥 100 ETN,21025.0,630.0,+3.09%,0.0,,,
802.0,대원전선,1460.0,45.0,-2.99%,500.0,4750.0,2406.0,23.0
803.0,상상인증권,969.0,1.0,-0.10%,1000.0,482.0,5825.0,138.0
804.0,삼호개발,4195.0,135.0,+3.33%,500.0,3173.0,2969.0,131.0
805.0,TIGER KRX바이오K-뉴딜,6770.0,60.0,+0.89%,0.0,,,
806.0,지엠비코리아,5480.0,10.0,+0.18%,500.0,5313.0,5225.0,84.0
807.0,TIGER 미국다우존스30,21460.0,240.0,+1.13%,0.0,,,
808.0,한국수출포장,25950.0,200.0,+0.78%,5000.0,3192.0,3318.0,200.0
809.0,한국화장품제조,22800.0,0.0,0.00%,500.0,678.0,765.0,-8.0
810.0,IHQ,623.0,21.0,-3.26%,500.0,600.0,2386.0,-116.0
811.0,국제약품,5100.0,90.0,-1.73%,1000.0,1197.0,1398.0,-17.0
812.0,명문제약,3030.0,10.0,-0.33%,500.0,1378.0,2233.0,-59.0
813.0,대호에이엘,1975.0,15.0,-0.75%,500.0,1434.0,1450.0,18.0
814.0,KINDEX 국고채10년,85790.0,435.0,+0.51%,0.0,,,
815.0,KODEX Fn Top10동일가중,7525.0,10.0,+0.13%,0.0,,,
816.0,TIGER 미국채10년선물,12320.0,40.0,+0.33%,0.0,,,
817.0,한일철강,3825.0,45.0,-1.16%,500.0,2486.0,3387.0,296.0
818.0,현대코퍼레이션홀딩스,11200.0,200.0,-1.75%,5000.0,1304.0,2510.0,81.0
819.0,삼영화학,2990.0,40.0,+1.36%,500.0,1333.0,1177.0,26.0
820.0,계양전기,3100.0,35.0,+1.14%,500.0,3923.0,2851.0,18.0
821.0,이구산업,3005.0,30.0,-0.99%,500.0,3344.0,3239.0,356.0
822.0,신세계건설,25100.0,50.0,-0.20%,5000.0,12568.0,8290.0,384.0
823.0,TRUE 레버리지 S&P500 선물 ETN(H),19985.0,365.0,+1.86%,0.0,,,
824.0,대현,2250.0,10.0,+0.45%,500.0,2879.0,2801.0,224.0
825.0,보해양조,711.0,1.0,-0.14%,500.0,837.0,1531.0,11.0
826.0,보락,1650.0,5.0,+0.30%,200.0,398.0,563.0,17.0
827.0,새론오토모티브,5140.0,90.0,+1.78%,500.0,1276.0,2684.0,3.0
828.0,한창제지,1650.0,15.0,-0.90%,500.0,1822.0,2486.0,178.0
829.0,까뮤이앤씨,2180.0,20.0,+0.93%,500.0,1637.0,1951.0,-30.0
830.0,지투알,5940.0,20.0,+0.34%,1000.0,4585.0,5649.0,222.0
831.0,STX,3425.0,35.0,-1.01%,2500.0,9255.0,6761.0,90.0
832.0,삼화왕관,45500.0,300.0,+0.66%,5000.0,1499.0,2433.0,81.0
833.0,인터지스,3290.0,280.0,+9.30%,500.0,5889.0,3886.0,200.0
834.0,이건산업,8930.0,50.0,-0.56%,5000.0,2768.0,4193.0,321.0
835.0,KTcs,2290.0,5.0,-0.22%,500.0,9657.0,4168.0,210.0
836.0,KTis,2800.0,45.0,+1.63%,500.0,4680.0,3694.0,144.0
837.0,동일고무벨트,6940.0,10.0,-0.14%,500.0,2775.0,3138.0,9.0
838.0,TIGER 차이나HSCEI,9660.0,60.0,-0.62%,0.0,,,
839.0,덕양산업,2940.0,10.0,+0.34%,500.0,13482.0,5236.0,63.0
840.0,KODEX 차이나CSI300,12935.0,25.0,-0.19%,0.0,,,
841.0,페이퍼코리아,2000.0,145.0,+7.82%,500.0,4353.0,4972.0,315.0
842.0,한세엠케이,3145.0,35.0,+1.13%,500.0,2077.0,1291.0,-121.0
843.0,대우부품,1985.0,0.0,0.00%,500.0,992.0,944.0,11.0
844.0,한국종합기술,8630.0,320.0,+3.85%,500.0,2683.0,3394.0,72.0
845.0,대유에이텍,821.0,15.0,-1.79%,500.0,16558.0,13210.0,423.0
846.0,KODEX 미국달러선물,12085.0,75.0,+0.62%,0.0,,,
847.0,동방아그로,6900.0,90.0,+1.32%,500.0,1341.0,2045.0,82.0
848.0,텔코웨어,9680.0,10.0,-0.10%,500.0,348.0,1222.0,12.0
849.0,KBSTAR Fn5G테크,8375.0,80.0,+0.96%,0.0,,,
850.0,천일고속,65400.0,600.0,-0.91%,5000.0,293.0,627.0,-98.0
851.0,두올,2825.0,0.0,0.00%,2500.0,4956.0,4241.0,253.0
852.0,KBSTAR 코스닥150선물레버리지,9215.0,20.0,-0.22%,0.0,,,
853.0,서울식품,248.0,1.0,-0.40%,100.0,553.0,723.0,-36.0
854.0,유니온,5910.0,240.0,-3.90%,500.0,2159.0,3662.0,52.0
855.0,신풍제약우,41850.0,450.0,-1.06%,500.0,,,
856.0,부산산업,87000.0,600.0,-0.68%,5000.0,1280.0,1338.0,4.0
857.0,아센디오,1140.0,10.0,+0.88%,500.0,216.0,681.0,-36.0
858.0,큐로,396.0,0.0,0.00%,500.0,807.0,1659.0,-150.0
859.0,가온전선,22000.0,300.0,+1.38%,5000.0,10704.0,6590.0,166.0
860.0,TIGER 200 건설,2720.0,5.0,+0.18%,0.0,,,
861.0,사조씨푸드,5310.0,60.0,-1.12%,1000.0,1746.0,3369.0,140.0
862.0,DRB동일,4560.0,50.0,-1.08%,500.0,5513.0,8320.0,6.0
863.0,마니커,1430.0,10.0,-0.69%,500.0,2527.0,1965.0,-130.0
864.0,콤텍시스템,745.0,5.0,-0.67%,500.0,3825.0,3491.0,173.0
865.0,메타랩스,719.0,5.0,-0.69%,500.0,393.0,850.0,-14.0
866.0,써니전자,2565.0,60.0,-2.29%,500.0,164.0,772.0,18.0
867.0,DSR,5570.0,40.0,+0.72%,500.0,2724.0,3026.0,135.0
868.0,KBSTAR 2차전지액티브,9480.0,15.0,+0.16%,0.0,,,
869.0,일진디스플,1715.0,45.0,-2.56%,500.0,1014.0,1175.0,-355.0
870.0,아모레G우,13700.0,100.0,-0.72%,500.0,,,
871.0,오리엔트바이오,744.0,0.0,0.00%,500.0,263.0,1050.0,-38.0
872.0,KINDEX 미국WideMoat가치주,18255.0,130.0,+0.72%,0.0,,,
873.0,한솔로지스틱스,3180.0,10.0,-0.31%,500.0,7470.0,2666.0,303.0
874.0,혜인,6860.0,150.0,-2.14%,500.0,2064.0,1947.0,91.0
875.0,덕성,5540.0,110.0,-1.95%,500.0,1152.0,1253.0,40.0
876.0,우진플라임,4335.0,65.0,-1.48%,500.0,2340.0,2764.0,166.0
877.0,평화산업,1575.0,85.0,-5.12%,500.0,4241.0,2201.0,59.0
878.0,유니켐,1185.0,5.0,+0.42%,500.0,1233.0,3359.0,95.0
879.0,제일연마,8630.0,80.0,+0.94%,500.0,797.0,1065.0,66.0
880.0,미래에셋맵스리츠,4270.0,5.0,-0.12%,1000.0,59.0,2925.0,38.0
881.0,사조오양,9080.0,80.0,-0.87%,5000.0,3289.0,3159.0,204.0
882.0,KBSTAR 미국단기투자등급회사채액티브,10305.0,55.0,+0.54%,0.0,,,
883.0,진양산업,6570.0,70.0,-1.05%,500.0,764.0,779.0,68.0
884.0,NH프라임리츠,4575.0,10.0,+0.22%,500.0,26.0,945.0,23.0
885.0,KODEX 차이나2차전지MSCI(합성),10140.0,100.0,-0.98%,0.0,,,
886.0,KC그린홀딩스,3795.0,70.0,-1.81%,500.0,7508.0,9066.0,204.0
887.0,화승알앤에이,4480.0,20.0,+0.45%,500.0,5058.0,4021.0,81.0
888.0,금비,85000.0,4200.0,-4.71%,5000.0,2286.0,3379.0,99.0
889.0,대림B&Co,5090.0,60.0,-1.17%,1000.0,2604.0,3266.0,24.0
890.0,TIGER 차이나CSI300레버리지(합성),23380.0,230.0,-0.97%,0.0,,,
891.0,솔루스첨단소재1우,9940.0,130.0,+1.33%,100.0,,,
892.0,KINDEX G2전기차&자율주행액티브,9990.0,110.0,-1.09%,0.0,,,
893.0,CS홀딩스,72500.0,2500.0,+3.57%,5000.0,1590.0,3537.0,196.0
894.0,국동,1505.0,15.0,-0.99%,500.0,2270.0,1685.0,-36.0
895.0,핸즈코퍼레이션,3800.0,30.0,+0.80%,500.0,5622.0,8950.0,-501.0
896.0,호전실업,8520.0,220.0,+2.65%,500.0,3449.0,3027.0,206.0
897.0,태평양물산,1725.0,5.0,-0.29%,500.0,8929.0,7650.0,14.0
898.0,경동인베스트,35050.0,450.0,-1.27%,5000.0,2985.0,5777.0,139.0
899.0,두산2우B,92300.0,200.0,+0.22%,5000.0,,,
900.0,영보화학,4120.0,5.0,+0.12%,500.0,997.0,1799.0,59.0
901.0,화승코퍼레이션,1625.0,25.0,-1.52%,500.0,13998.0,11552.0,102.0
902.0,엔케이,1015.0,5.0,-0.49%,500.0,691.0,1307.0,19.0
903.0,KODEX WTI원유선물(H),15645.0,150.0,-0.95%,0.0,,,
904.0,코스맥스비티아이,8430.0,20.0,+0.24%,500.0,5760.0,9547.0,119.0
905.0,세원정공,8090.0,0.0,0.00%,500.0,1425.0,6222.0,2.0
906.0,한창,1020.0,10.0,+0.99%,500.0,352.0,1343.0,-47.0
907.0,한국프랜지,2640.0,30.0,+1.15%,1000.0,10039.0,6994.0,262.0
908.0,영흥,793.0,9.0,-1.12%,500.0,4086.0,5190.0,67.0
909.0,화인베스틸,2685.0,10.0,-0.37%,500.0,1241.0,1832.0,55.0
910.0,국보,1005.0,10.0,-0.99%,500.0,968.0,1023.0,-80.0
911.0,문배철강,3860.0,40.0,-1.03%,500.0,2049.0,2098.0,208.0
912.0,TIGER 200선물레버리지,11115.0,125.0,-1.11%,0.0,,,
913.0,하이스틸,3940.0,165.0,-4.02%,500.0,2262.0,2597.0,146.0
914.0,비상교육,6030.0,220.0,-3.52%,500.0,2156.0,2715.0,77.0
915.0,KBSTAR 단기국공채액티브,102510.0,15.0,-0.01%,0.0,,,
916.0,에넥스,1285.0,15.0,-1.15%,500.0,2018.0,1329.0,-123.0
917.0,우성,24900.0,300.0,+1.22%,5000.0,4805.0,3446.0,9.0
918.0,인팩,7670.0,60.0,-0.78%,500.0,4393.0,3540.0,128.0
919.0,남성,2115.0,15.0,-0.70%,500.0,1023.0,2888.0,69.0
920.0,세하,1330.0,40.0,-2.92%,1000.0,2044.0,1953.0,133.0
921.0,삼정펄프,30400.0,400.0,-1.30%,5000.0,1381.0,2394.0,13.0
922.0,KODEX 200ESG,11515.0,85.0,-0.73%,0.0,,,
923.0,신한 인버스 2X WTI원유 선물 ETN(H),120.0,0.0,0.00%,0.0,,,
924.0,TIGER 경기방어,9345.0,40.0,-0.43%,0.0,,,
925.0,코오롱인더우,27000.0,50.0,-0.18%,5000.0,,,
926.0,TIGER KEDI혁신기업ESG30,9445.0,15.0,+0.16%,0.0,,,
927.0,현대건설우,70200.0,300.0,-0.43%,5000.0,,,
928.0,부국철강,3680.0,20.0,-0.54%,500.0,1957.0,1507.0,81.0
929.0,신한 WTI원유 선물 ETN(H),7345.0,70.0,-0.94%,0.0,,,
930.0,DL이앤씨2우(전환),34400.0,300.0,+0.88%,5000.0,,,
931.0,KODEX 은선물(H),3560.0,35.0,+0.99%,0.0,,,
932.0,화천기공,33000.0,300.0,-0.90%,5000.0,2040.0,4254.0,33.0
933.0,유성기업,2795.0,45.0,-1.58%,500.0,2764.0,4100.0,75.0
934.0,KODEX 미국달러선물인버스2X,6650.0,30.0,-0.45%,0.0,,,
935.0,DSR제강,5000.0,70.0,-1.38%,500.0,2071.0,2417.0,43.0
936.0,HANARO e커머스,12695.0,65.0,-0.51%,0.0,,,
937.0,대신 2X 니켈선물 ETN(H),14140.0,1440.0,-9.24%,0.0,,,
938.0,KODEX 200IT TR,10465.0,35.0,-0.33%,0.0,,,
939.0,TIGER 200 중공업,3185.0,25.0,-0.78%,0.0,,,
940.0,성보화학,3490.0,25.0,+0.72%,500.0,577.0,1722.0,10.0
941.0,TIGER 중장기국채,47920.0,145.0,+0.30%,0.0,,,
942.0,초록뱀헬스케어,814.0,1.0,-0.12%,500.0,186.0,1763.0,-18.0
943.0,KBSTAR 중국본토대형주CSI100,19110.0,145.0,-0.75%,0.0,,,
944.0,모나미,3630.0,40.0,-1.09%,1000.0,1322.0,2025.0,51.0
945.0,화천기계,3100.0,35.0,-1.12%,500.0,1759.0,1559.0,13.0
946.0,TRUE S&P500 선물 ETN,13580.0,135.0,+1.00%,0.0,,,
947.0,KC코트렐,3855.0,15.0,-0.39%,500.0,3550.0,3851.0,46.0
948.0,KODEX K-신재생에너지액티브,11595.0,125.0,-1.07%,0.0,,,
949.0,KODEX 건설,2945.0,10.0,+0.34%,0.0,,,
950.0,상신브레이크,3130.0,35.0,-1.11%,500.0,3970.0,4936.0,122.0
951.0,KINDEX 미국고배당S&P,10815.0,150.0,+1.41%,0.0,,,
952.0,SOL KIS단기통안채,101295.0,35.0,+0.03%,0.0,,,
953.0,ARIRANG 신흥국MSCI(합성 H),9280.0,50.0,-0.54%,0.0,,,
954.0,에쓰씨엔지니어링,2130.0,85.0,+4.16%,500.0,757.0,1164.0,-66.0
955.0,TIGER 국채3년,105430.0,385.0,+0.37%,0.0,,,
956.0,KOSEF 인도Nifty50(합성),19490.0,80.0,-0.41%,0.0,,,
957.0,서원,1395.0,5.0,+0.36%,500.0,2616.0,2934.0,151.0
958.0,TIGER 소프트웨어,9950.0,120.0,-1.19%,0.0,,,
959.0,유한양행우,55700.0,0.0,0.00%,1000.0,,,
960.0,제이준코스메틱,854.0,8.0,-0.93%,500.0,205.0,799.0,-173.0
961.0,TRUE 인버스 2X 나스닥 100 ETN,2180.0,35.0,-1.58%,0.0,,,
962.0,KODEX 한국대만IT프리미어,16720.0,70.0,-0.42%,0.0,,,
963.0,TIGER 미국S&P500레버리지(합성 H),24690.0,475.0,+1.96%,0.0,,,
964.0,DL우,38650.0,300.0,-0.77%,5000.0,,,
