N,종목명,현재가,전일비,등락률,액면가,매출액,자산총계,영업이익
312.0,동원F&B,153000.0,2000.0,+1.32%,5000.0,34906.0,19357.0,1304.0
313.0,경동나비엔,40100.0,1900.0,-4.52%,1000.0,11029.0,9339.0,643.0
314.0,신한알파리츠,7910.0,50.0,-0.63%,1000.0,482.0,18937.0,288.0
315.0,삼양홀딩스,67400.0,800.0,-1.17%,5000.0,31073.0,44606.0,3517.0
316.0,KODEX MSCI Korea TR,10240.0,70.0,-0.68%,0.0,,,
317.0,SK디앤디,25500.0,300.0,-1.16%,1000.0,7910.0,19834.0,1294.0
318.0,QV 코스피 변동성 매칭형 양매도 ETN,8070.0,0.0,0.00%,0.0,,,
319.0,유안타증권,2820.0,0.0,0.00%,5000.0,23090.0,147149.0,3214.0
320.0,TIGER 단기채권액티브,50680.0,5.0,+0.01%,0.0,,,
321.0,자화전자,28200.0,300.0,-1.05%,500.0,3479.0,4379.0,163.0
322.0,효성화학,171000.0,3000.0,+1.79%,5000.0,24530.0,30562.0,1486.0
323.0,미래에셋증권2우B,3795.0,10.0,-0.26%,5000.0,,,
324.0,한화손해보험,4550.0,70.0,-1.52%,5000.0,79926.0,202850.0,1343.0
325.0,KODEX Top5PlusTR,15095.0,145.0,-0.95%,0.0,,,
326.0,미래에셋생명,2985.0,10.0,-0.33%,5000.0,35329.0,419973.0,1065.0
327.0,SGC에너지,36000.0,500.0,-1.37%,5000.0,18984.0,25915.0,1522.0
328.0,남해화학,10550.0,300.0,+2.93%,1000.0,14519.0,7191.0,205.0
329.0,신영증권,55800.0,500.0,-0.89%,5000.0,21122.0,110850.0,1213.0
330.0,KINDEX 미국S&P500,13700.0,235.0,+1.75%,0.0,,,
331.0,세아제강,181500.0,2500.0,-1.36%,5000.0,14974.0,12282.0,1319.0
332.0,삼성 레버리지 천연가스 선물 ETN B,51435.0,1865.0,+3.76%,0.0,,,
333.0,KODEX 미국S&P500TR,12000.0,175.0,+1.48%,0.0,,,
334.0,NICE,13450.0,100.0,-0.74%,500.0,24499.0,30838.0,1443.0
335.0,KINDEX 200,31505.0,160.0,-0.51%,0.0,,,
336.0,KODEX 코스닥150,11085.0,10.0,+0.09%,0.0,,,
337.0,삼성화재우,158000.0,500.0,-0.32%,500.0,,,
338.0,KBSTAR 단기통안채,105455.0,5.0,0.00%,0.0,,,
339.0,풀무원,13150.0,50.0,-0.38%,500.0,25189.0,19694.0,385.0
340.0,롯데손해보험,1610.0,10.0,+0.63%,1000.0,35446.0,189112.0,1294.0
341.0,아모레퍼시픽우,47300.0,450.0,+0.96%,500.0,,,
342.0,KOSEF 200TR,38045.0,200.0,-0.52%,0.0,,,
343.0,애경케미칼,10100.0,200.0,-1.94%,500.0,15701.0,12450.0,933.0
344.0,HJ중공업,5900.0,110.0,-1.83%,5000.0,17065.0,23852.0,-1090.0
345.0,LF,16700.0,100.0,-0.60%,5000.0,17931.0,25411.0,1589.0
346.0,삼성SDI우,299000.0,1000.0,-0.33%,5000.0,,,
347.0,KODEX 코스닥150선물인버스,4970.0,5.0,-0.10%,0.0,,,
348.0,KODEX 선진국MSCI World,20265.0,40.0,+0.20%,0.0,,,
349.0,신성이엔지,2320.0,55.0,-2.32%,500.0,4545.0,4767.0,24.0
350.0,JW중외제약,21250.0,50.0,-0.23%,2500.0,6066.0,6331.0,312.0
351.0,아세아시멘트,12050.0,100.0,-0.82%,500.0,8926.0,20373.0,1286.0
352.0,동아에스티,55500.0,100.0,-0.18%,5000.0,5932.0,11160.0,156.0
353.0,코람코에너지리츠,5270.0,20.0,-0.38%,500.0,268.0,13155.0,202.0
354.0,국도화학,51100.0,500.0,+0.99%,5000.0,15771.0,14164.0,2047.0
355.0,고려제강,19950.0,50.0,+0.25%,1000.0,16914.0,24743.0,985.0
356.0,코오롱글로벌,18050.0,100.0,+0.56%,5000.0,47495.0,25757.0,2415.0
357.0,DI동일,17400.0,400.0,+2.35%,500.0,8131.0,9931.0,486.0
358.0,빙그레,45050.0,50.0,-0.11%,5000.0,11474.0,7602.0,262.0
359.0,세아홀딩스,110500.0,2000.0,-1.78%,5000.0,60055.0,55378.0,3082.0
360.0,송원산업,18400.0,0.0,0.00%,500.0,9982.0,11156.0,1057.0
361.0,코리아써키트,18600.0,500.0,-2.62%,500.0,14242.0,10646.0,851.0
362.0,TIGER KRX2차전지K-뉴딜,14265.0,145.0,+1.03%,0.0,,,
363.0,동일산업,180000.0,0.0,0.00%,5000.0,4644.0,4738.0,420.0
364.0,한국자산신탁,3515.0,10.0,+0.29%,500.0,2125.0,12647.0,1479.0
365.0,코오롱플라스틱,11450.0,350.0,+3.15%,1000.0,4053.0,3691.0,277.0
366.0,DL건설,19550.0,200.0,+1.03%,5000.0,20103.0,16696.0,2296.0
367.0,세진중공업,7500.0,200.0,-2.60%,500.0,2504.0,5704.0,37.0
368.0,수산인더스트리,29800.0,1550.0,-4.94%,200.0,2941.0,3986.0,513.0
369.0,삼화콘덴서,40950.0,150.0,+0.37%,1000.0,2622.0,2693.0,332.0
370.0,KOSEF 국고채10년,107815.0,485.0,+0.45%,0.0,,,
371.0,스카이라이프,8810.0,510.0,+6.14%,2500.0,7632.0,12756.0,730.0
372.0,한일현대시멘트,23600.0,50.0,+0.21%,5000.0,3970.0,5968.0,359.0
373.0,이수페타시스,6630.0,40.0,+0.61%,1000.0,4696.0,4497.0,469.0
374.0,SIMPAC,6350.0,0.0,0.00%,500.0,6130.0,9032.0,1064.0
375.0,맵스리얼티1,4475.0,5.0,-0.11%,0.0,,,
376.0,쌍용차,2770.0,0.0,0.00%,5000.0,24293.0,18630.0,-2613.0
377.0,삼양사,40150.0,200.0,-0.50%,5000.0,23845.0,28020.0,826.0
378.0,HDC,6930.0,10.0,-0.14%,5000.0,47796.0,106515.0,3687.0
379.0,KINDEX 미국나스닥100,12865.0,235.0,+1.86%,0.0,,,
380.0,롯데정보통신,26700.0,0.0,0.00%,5000.0,9300.0,7501.0,400.0
381.0,KBSTAR KIS종합채권(A-이상)액티브,93305.0,40.0,+0.04%,0.0,,,
382.0,KODEX 코스피,24455.0,65.0,-0.27%,0.0,,,
383.0,이연제약,22600.0,250.0,-1.09%,500.0,1428.0,4780.0,37.0
384.0,한국토지신탁,1610.0,5.0,+0.31%,1000.0,2255.0,17214.0,895.0
385.0,TIGER 미국S&P500선물(H),46465.0,430.0,+0.93%,0.0,,,
386.0,화신,11500.0,500.0,+4.55%,500.0,12366.0,8708.0,242.0
387.0,교보증권,6210.0,10.0,-0.16%,5000.0,22481.0,114838.0,1855.0
388.0,신영증권우,56900.0,0.0,0.00%,5000.0,,,
389.0,신성통상,2785.0,15.0,-0.54%,500.0,11999.0,8985.0,743.0
390.0,일양약품,20950.0,200.0,-0.95%,2500.0,3713.0,4943.0,410.0
391.0,흥아해운,1660.0,5.0,-0.30%,500.0,817.0,2473.0,-19.0
392.0,한라홀딩스,38000.0,150.0,+0.40%,5000.0,10412.0,22950.0,1399.0
393.0,STX엔진,17200.0,550.0,-3.10%,2500.0,4935.0,8375.0,36.0
394.0,미래에셋 레버리지 원유선물혼합 ETN(H),9630.0,215.0,-2.18%,0.0,,,
395.0,서흥,34100.0,350.0,-1.02%,500.0,5967.0,8100.0,696.0
396.0,SK렌터카,8320.0,10.0,+0.12%,500.0,10369.0,28602.0,791.0
397.0,KODEX 미국FANG플러스(H),20250.0,185.0,+0.92%,0.0,,,
398.0,LX하우시스,43200.0,500.0,-1.14%,5000.0,34720.0,25474.0,673.0
399.0,락앤락,7700.0,0.0,0.00%,500.0,5430.0,8297.0,325.0
400.0,LG헬로비전,4980.0,60.0,-1.19%,2500.0,10801.0,14881.0,445.0
401.0,YG PLUS,6070.0,30.0,-0.49%,500.0,1543.0,2231.0,256.0
402.0,유나이티드제약,23700.0,450.0,-1.86%,500.0,2210.0,3800.0,332.0
403.0,BGF,3990.0,0.0,0.00%,1000.0,2068.0,19816.0,115.0
404.0,한솔제지,16000.0,550.0,+3.56%,5000.0,18342.0,18878.0,607.0
405.0,KEC,2625.0,5.0,+0.19%,500.0,2675.0,4006.0,265.0
406.0,한진,25250.0,0.0,0.00%,5000.0,25041.0,38776.0,994.0
407.0,SNT중공업,11050.0,100.0,-0.90%,2500.0,3360.0,8796.0,206.0
408.0,KODEX 미국나스닥100TR,11015.0,185.0,+1.71%,0.0,,,
409.0,TYM,2410.0,75.0,+3.21%,500.0,8415.0,7074.0,353.0
410.0,롯데하이마트,15550.0,50.0,-0.32%,5000.0,38697.0,29435.0,1068.0
411.0,지역난방공사,31550.0,50.0,+0.16%,5000.0,25368.0,65174.0,397.0
412.0,대신증권우,14050.0,50.0,-0.35%,5000.0,,,
413.0,TIGER 미국달러단기채권액티브,11680.0,80.0,+0.69%,0.0,,,
414.0,TIGER 차이나항셍테크,6200.0,80.0,-1.27%,0.0,,,
415.0,잇츠한불,16500.0,0.0,0.00%,500.0,1402.0,4947.0,8.0
416.0,애경산업,13700.0,50.0,-0.36%,1000.0,5739.0,4315.0,244.0
417.0,이리츠코크렙,5690.0,20.0,-0.35%,500.0,213.0,6995.0,164.0
418.0,대성에너지,13100.0,450.0,-3.32%,1000.0,7704.0,7425.0,160.0
419.0,삼부토건,1915.0,25.0,-1.29%,1000.0,3570.0,5514.0,-44.0
420.0,테이팩스,76100.0,1700.0,-2.19%,500.0,1549.0,1808.0,213.0
421.0,대원제약,16050.0,150.0,+0.94%,500.0,3542.0,4296.0,194.0
422.0,한화3우B,15550.0,0.0,0.00%,5000.0,,,
423.0,KG케미칼,25150.0,550.0,-2.14%,5000.0,49315.0,48849.0,4672.0
424.0,퍼시스,30250.0,0.0,0.00%,1000.0,3265.0,5755.0,287.0
425.0,광동제약,6630.0,10.0,-0.15%,1000.0,13382.0,8838.0,449.0
426.0,한전산업,10600.0,350.0,-3.20%,500.0,3211.0,1633.0,175.0
427.0,삼진제약,24800.0,50.0,-0.20%,1000.0,2501.0,3325.0,339.0
428.0,도화엔지니어링,10200.0,1230.0,+13.71%,500.0,5774.0,5002.0,200.0
429.0,SK증권,726.0,4.0,-0.55%,500.0,10652.0,63714.0,508.0
430.0,신대양제지,85000.0,300.0,-0.35%,5000.0,6816.0,8460.0,544.0
431.0,대한제강,13850.0,50.0,-0.36%,1000.0,20303.0,12324.0,2018.0
432.0,아이마켓코리아,10200.0,0.0,0.00%,500.0,31325.0,11202.0,454.0
433.0,AJ네트웍스,7280.0,80.0,+1.11%,1000.0,10267.0,13550.0,451.0
434.0,경방,12400.0,100.0,-0.80%,500.0,3834.0,12708.0,538.0
435.0,한일홀딩스,11000.0,50.0,+0.46%,1000.0,17670.0,32638.0,1308.0
436.0,KOSEF 200,31390.0,145.0,-0.46%,0.0,,,
437.0,HLB글로벌,7950.0,50.0,-0.62%,500.0,450.0,1639.0,-133.0
438.0,케이씨텍,16000.0,50.0,-0.31%,500.0,3445.0,4530.0,521.0
439.0,TIGER 일본니케이225,15735.0,50.0,-0.32%,0.0,,,
440.0,NPC,8980.0,490.0,-5.17%,500.0,4869.0,5000.0,283.0
441.0,일동홀딩스,28500.0,250.0,-0.87%,1000.0,5924.0,9208.0,-828.0
442.0,신도리코,32600.0,50.0,-0.15%,5000.0,3219.0,10226.0,43.0
443.0,티웨이항공,2045.0,0.0,0.00%,500.0,2144.0,7350.0,-1483.0
444.0,코오롱,25900.0,550.0,+2.17%,5000.0,54104.0,39663.0,3322.0
445.0,아세아제지,36400.0,350.0,+0.97%,5000.0,9457.0,9696.0,939.0
446.0,한국쉘석유,250000.0,500.0,-0.20%,5000.0,2414.0,1657.0,380.0
447.0,현대차증권,10100.0,0.0,0.00%,5000.0,8538.0,88061.0,1565.0
448.0,환인제약,17050.0,0.0,0.00%,500.0,1778.0,3532.0,313.0
449.0,E1,46150.0,250.0,-0.54%,5000.0,51523.0,39993.0,56.0
450.0,한국금융지주우,53400.0,100.0,+0.19%,5000.0,,,
451.0,농심홀딩스,67300.0,300.0,+0.45%,5000.0,6415.0,13286.0,558.0
452.0,조선내화,77700.0,100.0,-0.13%,5000.0,7463.0,13493.0,331.0
453.0,삼아알미늄,28250.0,1850.0,+7.01%,500.0,2530.0,2272.0,154.0
454.0,한국콜마홀딩스,16650.0,100.0,-0.60%,500.0,6740.0,12097.0,884.0
455.0,삼양패키징,19400.0,100.0,-0.51%,5000.0,3919.0,6125.0,461.0
456.0,키다리스튜디오,8330.0,0.0,0.00%,500.0,1191.0,2901.0,69.0
457.0,일진다이아,21450.0,200.0,-0.92%,1000.0,1877.0,6418.0,91.0
458.0,제일약품,20600.0,350.0,-1.67%,500.0,7007.0,4265.0,-105.0
459.0,금호건설,8180.0,30.0,-0.37%,5000.0,20651.0,17360.0,1116.0
460.0,스틱인베스트먼트,7230.0,70.0,-0.96%,500.0,3127.0,3420.0,763.0
461.0,미원홀딩스,129500.0,1500.0,-1.15%,500.0,4214.0,4268.0,297.0
462.0,조광피혁,45100.0,150.0,+0.33%,5000.0,1042.0,4409.0,109.0
463.0,자이에스앤디,7650.0,100.0,-1.29%,1000.0,4357.0,5443.0,508.0
464.0,종근당홀딩스,58900.0,0.0,0.00%,2500.0,9260.0,13676.0,344.0
465.0,엘브이엠씨홀딩스,2965.0,10.0,-0.34%,0.0,2049.0,6614.0,-146.0
466.0,풍산홀딩스,28200.0,200.0,-0.70%,5000.0,4878.0,10520.0,968.0
467.0,KBSTAR Fn수소경제테마,10270.0,45.0,-0.44%,0.0,,,
468.0,하나제약,16450.0,50.0,-0.30%,500.0,1964.0,3035.0,360.0
469.0,디앤디플랫폼리츠,4530.0,30.0,-0.66%,1000.0,184.0,7588.0,104.0
470.0,대상홀딩스,8050.0,80.0,-0.98%,1000.0,42060.0,36261.0,1630.0
471.0,CJ4우(전환),68900.0,900.0,-1.29%,5000.0,,,
472.0,휴스틸,7430.0,470.0,-5.95%,1000.0,6165.0,9519.0,632.0
473.0,현대퓨처넷,2630.0,25.0,-0.94%,500.0,1367.0,10340.0,74.0
474.0,KODEX K-메타버스액티브,8275.0,20.0,+0.24%,0.0,,,
475.0,무림P&P,4630.0,50.0,-1.07%,2500.0,6137.0,14836.0,294.0
476.0,TIGER Fn메타버스,8190.0,35.0,+0.43%,0.0,,,
477.0,한국철강,6760.0,20.0,-0.29%,1000.0,8867.0,9087.0,1033.0
478.0,웅진씽크빅,2465.0,55.0,-2.18%,500.0,8139.0,7716.0,268.0
479.0,신한 레버리지 천연가스 선물 ETN,28455.0,900.0,+3.27%,0.0,,,
480.0,교촌에프앤비,11250.0,50.0,-0.44%,500.0,5076.0,2547.0,410.0
481.0,모토닉,8510.0,110.0,+1.31%,500.0,1961.0,4480.0,144.0
482.0,GS글로벌,3385.0,105.0,-3.01%,2500.0,38490.0,14427.0,388.0
483.0,아주스틸,10500.0,200.0,-1.87%,500.0,9334.0,6272.0,553.0
484.0,대동,11600.0,100.0,+0.87%,1000.0,11792.0,12606.0,382.0
485.0,KINDEX 단기통안채,100840.0,10.0,+0.01%,0.0,,,
486.0,조일알미늄,2205.0,50.0,+2.32%,500.0,4669.0,3479.0,183.0
487.0,TCC스틸,11800.0,100.0,-0.84%,1000.0,5367.0,3670.0,256.0
488.0,금호석유우,91700.0,400.0,-0.43%,5000.0,,,
489.0,남양유업,384500.0,1500.0,-0.39%,5000.0,9561.0,9374.0,-779.0
490.0,한신기계,8490.0,260.0,-2.97%,500.0,544.0,1011.0,52.0
491.0,일진홀딩스,5560.0,80.0,-1.42%,1000.0,11901.0,16116.0,387.0
492.0,대한제당,3040.0,5.0,+0.16%,500.0,12613.0,11823.0,421.0
493.0,유진투자증권,2810.0,35.0,-1.23%,5000.0,13707.0,91755.0,1170.0
494.0,세방,14050.0,200.0,+1.44%,500.0,10577.0,12453.0,292.0
495.0,하이트진로홀딩스,11650.0,150.0,+1.30%,5000.0,21920.0,42363.0,1884.0
496.0,대한방직,51000.0,0.0,0.00%,1000.0,2004.0,2326.0,54.0
497.0,다올투자증권,4480.0,25.0,-0.55%,5000.0,7799.0,92292.0,1482.0
498.0,화승인더,4875.0,25.0,-0.51%,500.0,13655.0,16371.0,171.0
499.0,동화약품,9650.0,90.0,-0.92%,1000.0,2930.0,4478.0,225.0
500.0,백산,11050.0,900.0,+8.87%,500.0,3711.0,3302.0,232.0
501.0,삼익THK,12750.0,150.0,-1.16%,500.0,3105.0,3782.0,148.0
502.0,삼성출판사,26750.0,300.0,-1.11%,500.0,1875.0,3387.0,80.0
503.0,아세아,122000.0,1000.0,+0.83%,5000.0,18465.0,31153.0,2289.0
504.0,알루코,2960.0,20.0,-0.67%,500.0,5056.0,7802.0,167.0
505.0,KBSTAR KIS단기종합채권(AA-이상)액티브,101090.0,5.0,0.00%,0.0,,,
506.0,이월드,1855.0,20.0,-1.07%,1000.0,1258.0,4332.0,19.0
507.0,동양,1095.0,20.0,-1.79%,500.0,6996.0,10072.0,76.0
508.0,신한서부티엔디리츠,4665.0,30.0,-0.64%,1000.0,106.0,5926.0,57.0
509.0,일신방직,108500.0,500.0,-0.46%,5000.0,6010.0,10440.0,610.0
510.0,광주신세계,32400.0,50.0,+0.15%,1000.0,1700.0,8523.0,606.0
511.0,TIGER 리츠부동산인프라,5500.0,0.0,0.00%,0.0,,,
512.0,신세계 I&C,14950.0,250.0,-1.64%,500.0,5261.0,3541.0,355.0
513.0,SNT홀딩스,15650.0,50.0,+0.32%,500.0,14041.0,23723.0,1256.0
514.0,BYC,403000.0,3500.0,+0.88%,5000.0,1644.0,6844.0,267.0
515.0,대교,2960.0,10.0,-0.34%,500.0,6384.0,8136.0,-283.0
516.0,HANARO MSCI Korea TR,12855.0,55.0,-0.43%,0.0,,,
517.0,S-Oil우,62000.0,500.0,-0.80%,2500.0,,,
518.0,TIGER 차이나과창판STAR50(합성),8135.0,70.0,+0.87%,0.0,,,
519.0,KPX홀딩스,58900.0,0.0,0.00%,5000.0,12387.0,18149.0,541.0
520.0,성신양회,10050.0,50.0,-0.50%,5000.0,8335.0,11216.0,300.0
521.0,우진,12100.0,300.0,-2.42%,500.0,1076.0,2298.0,84.0
522.0,삼영무역,13250.0,100.0,+0.76%,500.0,4670.0,5788.0,240.0
523.0,KODEX 삼성그룹밸류,8145.0,5.0,-0.06%,0.0,,,
524.0,대한제분,144500.0,500.0,-0.34%,5000.0,11113.0,13216.0,250.0
525.0,TIGER 글로벌자율주행&전기차SOLACTIVE,10205.0,45.0,-0.44%,0.0,,,
526.0,태영건설,6220.0,40.0,-0.64%,500.0,27517.0,37348.0,1745.0
527.0,한미글로벌,22000.0,2200.0,+11.11%,500.0,2701.0,2853.0,196.0
528.0,에이프로젠제약,604.0,1.0,+0.17%,500.0,565.0,6146.0,-38.0
529.0,KSS해운,10400.0,0.0,0.00%,500.0,3240.0,14462.0,581.0
530.0,동부건설,10450.0,0.0,0.00%,5000.0,11449.0,12620.0,613.0
531.0,케이씨,17550.0,50.0,-0.28%,500.0,5538.0,9645.0,655.0
532.0,사조대림,25950.0,250.0,-0.95%,5000.0,18137.0,11398.0,1023.0
533.0,현대코퍼레이션,17950.0,200.0,-1.10%,5000.0,37825.0,17074.0,351.0
534.0,KBSTAR ESG사회책임투자,10395.0,65.0,-0.62%,0.0,,,
535.0,유니퀘스트,8660.0,10.0,+0.12%,500.0,5910.0,4903.0,245.0
536.0,KPX케미칼,48850.0,250.0,-0.51%,5000.0,10208.0,7771.0,447.0
537.0,삼성제약,3515.0,40.0,-1.13%,500.0,549.0,1455.0,-181.0
538.0,한독,17050.0,50.0,-0.29%,500.0,5176.0,8416.0,280.0
539.0,KBSTAR 미국나스닥100,12460.0,225.0,+1.84%,0.0,,,
540.0,LS네트웍스,2955.0,15.0,-0.51%,5000.0,3905.0,13094.0,43.0
541.0,남선알미늄,2105.0,55.0,-2.55%,500.0,2303.0,3552.0,-69.0
542.0,동아지질,16500.0,50.0,+0.30%,500.0,2895.0,3508.0,40.0
543.0,서연이화,8570.0,270.0,+3.25%,500.0,21801.0,17905.0,660.0
544.0,동성케미컬,4660.0,10.0,+0.22%,1000.0,9260.0,8188.0,453.0
545.0,LS전선아시아,7560.0,90.0,-1.18%,500.0,7506.0,4953.0,282.0
546.0,일성신약,87000.0,7700.0,+9.71%,5000.0,421.0,3714.0,-18.0
547.0,선진,9730.0,130.0,-1.32%,500.0,17183.0,12096.0,863.0
548.0,TRUE 레버리지 천연가스 선물 ETN(H),23075.0,535.0,+2.37%,0.0,,,
549.0,TIGER KRX BBIG K-뉴딜,7565.0,5.0,-0.07%,0.0,,,
550.0,JW홀딩스,3275.0,15.0,-0.46%,500.0,7889.0,10658.0,687.0
551.0,진흥기업,1585.0,0.0,0.00%,500.0,4442.0,3346.0,433.0
552.0,부국증권,22100.0,150.0,+0.68%,5000.0,7411.0,16474.0,1016.0
553.0,대덕,6700.0,50.0,-0.74%,500.0,13717.0,17240.0,672.0
554.0,경인양행,5450.0,0.0,0.00%,500.0,4033.0,5795.0,284.0
555.0,한농화성,14500.0,250.0,-1.69%,500.0,2688.0,2170.0,195.0
556.0,사조산업,45250.0,300.0,+0.67%,5000.0,5904.0,11139.0,492.0
557.0,경농,11550.0,600.0,+5.48%,500.0,2703.0,3888.0,168.0
558.0,제이에스코퍼레이션,16900.0,100.0,+0.60%,100.0,9870.0,5523.0,610.0
559.0,KISCO홀딩스,13900.0,0.0,0.00%,1000.0,15808.0,16881.0,2007.0
560.0,한세예스24홀딩스,5600.0,30.0,+0.54%,500.0,27989.0,22413.0,1347.0
561.0,신세계푸드,57700.0,300.0,-0.52%,5000.0,13329.0,8795.0,293.0
562.0,현대리바트,10800.0,0.0,0.00%,1000.0,14066.0,8636.0,202.0
563.0,CJ제일제당 우,167000.0,2500.0,+1.52%,5000.0,,,
564.0,대성산업,4895.0,100.0,-2.00%,5000.0,11291.0,16524.0,193.0
565.0,태림포장,3090.0,95.0,-2.98%,500.0,7129.0,6009.0,302.0
566.0,HDC랩스,8400.0,60.0,-0.71%,500.0,2746.0,4114.0,97.0
567.0,넥센,4065.0,55.0,+1.37%,500.0,24039.0,45723.0,336.0
568.0,코람코더원리츠,5350.0,0.0,0.00%,500.0,68.0,5192.0,46.0
569.0,현대차3우B,88500.0,600.0,+0.68%,5000.0,,,
570.0,동남합성,59500.0,100.0,-0.17%,500.0,1603.0,906.0,149.0
571.0,포스코스틸리온,35600.0,250.0,-0.70%,5000.0,13473.0,5864.0,1433.0
572.0,삼성전기우,73100.0,700.0,+0.97%,5000.0,,,
573.0,삼영전자,10600.0,50.0,-0.47%,500.0,2389.0,5436.0,157.0
574.0,흥국화재,3295.0,40.0,-1.20%,5000.0,45146.0,137623.0,771.0
575.0,금호에이치티,1060.0,10.0,-0.93%,500.0,2340.0,4588.0,65.0
576.0,AK홀딩스,15900.0,150.0,+0.95%,5000.0,31677.0,45487.0,-1657.0
577.0,SOL 종합채권(AA-이상)액티브,97130.0,135.0,+0.14%,0.0,,,
578.0,인스코비,1900.0,50.0,-2.56%,500.0,717.0,1093.0,-24.0
579.0,삼화페인트,7660.0,100.0,+1.32%,500.0,6316.0,6121.0,8.0
580.0,DB금융투자,4905.0,35.0,-0.71%,5000.0,14107.0,95837.0,1696.0
581.0,KODEX 반도체,26480.0,350.0,-1.30%,0.0,,,
582.0,KH 필룩스,1350.0,25.0,-1.82%,500.0,1202.0,5394.0,-69.0
583.0,휴비스,5990.0,0.0,0.00%,5000.0,10826.0,8434.0,65.0
584.0,예스코홀딩스,34400.0,100.0,-0.29%,5000.0,12667.0,14230.0,240.0
585.0,KBSTAR 미국S&P500,11840.0,185.0,+1.59%,0.0,,,
586.0,에어부산,3155.0,115.0,-3.52%,1000.0,1765.0,10097.0,-2040.0
587.0,해태제과식품,6980.0,30.0,-0.43%,500.0,5677.0,6549.0,260.0
588.0,현대비앤지스틸,13450.0,450.0,-3.24%,5000.0,8557.0,7688.0,897.0
589.0,삼성 인버스 2X WTI원유 선물 ETN,135.0,0.0,0.00%,0.0,,,
590.0,일진전기,5380.0,140.0,-2.54%,1000.0,9324.0,8379.0,204.0
591.0,제주은행,6200.0,160.0,+2.65%,5000.0,2046.0,69442.0,226.0
592.0,계룡건설,22300.0,150.0,-0.67%,5000.0,25618.0,23271.0,2327.0
593.0,아모레G3우(전환),28050.0,50.0,-0.18%,500.0,,,
594.0,태경산업,6790.0,100.0,-1.45%,500.0,5168.0,5847.0,406.0
595.0,디씨엠,17350.0,700.0,-3.88%,500.0,2508.0,2869.0,349.0
596.0,대원강업,3170.0,10.0,+0.32%,500.0,8622.0,9830.0,-50.0
597.0,금강공업,6700.0,90.0,-1.33%,1000.0,5705.0,8687.0,259.0
598.0,제일파마홀딩스,12250.0,200.0,-1.61%,500.0,7626.0,8924.0,-90.0
599.0,두산우,48950.0,1450.0,-2.88%,5000.0,,,
600.0,그린케미칼,8120.0,190.0,-2.29%,500.0,2862.0,2117.0,209.0
601.0,JW생명과학,12300.0,0.0,0.00%,2500.0,1698.0,2195.0,284.0
602.0,HANARO 200 TOP10,8025.0,10.0,-0.12%,0.0,,,
603.0,동성제약,7410.0,40.0,+0.54%,1000.0,844.0,1046.0,-53.0
604.0,한솔테크닉스,5980.0,70.0,+1.18%,5000.0,14906.0,7887.0,-43.0
605.0,노루페인트,9550.0,440.0,+4.83%,500.0,7309.0,6706.0,255.0
606.0,LG우,63200.0,100.0,+0.16%,5000.0,,,
607.0,백광산업,4240.0,40.0,-0.93%,500.0,1911.0,3592.0,179.0
608.0,TIGER 차이나CSI300,10460.0,80.0,-0.76%,0.0,,,
609.0,방림,4490.0,210.0,-4.47%,500.0,1310.0,2571.0,64.0
610.0,팜스코,5170.0,60.0,+1.17%,500.0,15369.0,11076.0,361.0
611.0,사조동아원,1335.0,40.0,-2.91%,500.0,4121.0,4488.0,191.0
612.0,진양홀딩스,3365.0,15.0,+0.45%,500.0,2248.0,5661.0,69.0
613.0,디아이,5970.0,110.0,-1.81%,500.0,2266.0,2491.0,165.0
614.0,NH투자증권우,9890.0,10.0,+0.10%,5000.0,,,
615.0,아남전자,2415.0,75.0,+3.21%,500.0,3598.0,2720.0,151.0
616.0,KINDEX 중국본토CSI300,28220.0,90.0,-0.32%,0.0,,,
617.0,NH올원리츠,4400.0,0.0,0.00%,500.0,169.0,5173.0,101.0
618.0,TIGER 여행레저,4095.0,10.0,-0.24%,0.0,,,
619.0,무학,6490.0,30.0,-0.46%,200.0,1269.0,6466.0,-9.0
620.0,용평리조트,3820.0,20.0,-0.52%,5000.0,2363.0,8415.0,307.0
621.0,KBSTAR 국고채3년선물인버스,104955.0,385.0,-0.37%,0.0,,,
622.0,신라교역,11450.0,50.0,-0.43%,500.0,3465.0,6805.0,169.0
623.0,한국주철관,7990.0,100.0,+1.27%,500.0,5102.0,4231.0,486.0
624.0,세아특수강,20950.0,300.0,-1.41%,5000.0,8958.0,6511.0,354.0
625.0,이엔플러스,3105.0,35.0,-1.11%,500.0,554.0,1028.0,-19.0
626.0,한국패러랠,2235.0,5.0,+0.22%,0.0,,,
627.0,대영포장,1640.0,15.0,-0.91%,500.0,3226.0,2461.0,122.0
628.0,이지스밸류리츠,4835.0,10.0,+0.21%,1000.0,69.0,2691.0,52.0
629.0,퍼스텍,3675.0,155.0,-4.05%,500.0,1367.0,1856.0,43.0
630.0,KODEX 골드선물(H),11350.0,20.0,-0.18%,0.0,,,
631.0,디와이,6680.0,120.0,-1.76%,500.0,9983.0,8600.0,468.0
632.0,대동전자,16700.0,450.0,-2.62%,500.0,436.0,2110.0,22.0
633.0,TIGER 미국MSCI리츠(합성 H),13270.0,50.0,+0.38%,0.0,,,
634.0,동아타이어,12650.0,0.0,0.00%,500.0,1796.0,4206.0,144.0
635.0,ARIRANG 고배당주,11190.0,5.0,+0.04%,0.0,,,
